,restaurant_name,address,city,state,zip_code,phone,cuisine_type,rating,price,latitude,longitude
9630,Penn Station East Coast Subs,3035 Preston Hwy,Louisville,KY,40217,15026345656,Sandwiches,3.5,$,36.83481,-119.78996
9631,Savory Spice Shop,2000 S Blvd,Charlotte,NC,28203,19802255419,Herbs & Spices,4.5,$$,35.29692,-80.75539
9632,Supino Pizzeria,2457 Russell St,Detroit,MI,48207,13135677879,Pizza,4.5,$$,36.76292,-119.79926
9633,Farina Pizzeria,510 Central Ave SE,Albuquerque,NM,87102,15052430130,Pizza,4,$$,35.14528,-106.5848
9634,Breadeaux Pizza,825 17th Ave SW,Altoona,IA,50009,15159673708,Pizza,4,$$,47.63199,-122.13618
9635,Round Table Pizza,40034 Hwy 49,Oakhurst,CA,93644,15596837472,Pizza,4,$,35.11923095,-89.9909876
9636,Rosebud Cafe,90 Pennsylvania St,Denver,CO,80203,13035932119,Cafes,5,$,36.7578513,-119.804323
9637,Village Inn,7051 Tower Rd,Denver,CO,80249,13035741915,American (Traditional),3,$,43.65586795,-70.25402717
9638,Pita Pan,167 7th Ave,Brooklyn,NY,11215,17188323876,Mediterranean,4,$,35.09601,-106.51564
9639,Cracker Barrel Old Country Store,5720 Maccorkle Ave SE,Charleston,WV,25304,13049256004,American (Traditional),2.5,$$,29.7041349,-95.5697159
9640,Great Wall Chinese Restaurant,440 E Colfax Ave,Denver,CO,80203,13038326611,Chinese,3.5,$,33.7611,-84.24861
9641,Central Co-op,1600 E Madison St,Seattle,WA,98122,12063291545,Grocery,4,$$,25.92845,-80.1989
9642,Cinco De Mayo Fiesta,8412 W Morgan Ave,Milwaukee,WI,53228,14145434939,Mexican,3.5,$$,36.7343199,-119.78734
9643,Pop's Diner Co.,2808 Sabre St,Virginia Beach,VA,23452,17573406085,Diners,4,$,36.8483728,-119.7891436
9644,Mellow Mushroom,1009 Gervais St,Columbia,SC,29201,18039339201,Pizza,3.5,$$,47.62397,-122.29521
9645,SoBro Cafe,653 E 52nd St,Indianapolis,IN,46220,13179208121,American (New),4,$$,29.755708,-95.387011
9646,Snap Kitchen,3600 Kirby Dr,Houston,TX,77098,17135265700,Food Delivery Services,4,$$,36.76292,-119.79926
9647,Mellow Mushroom,1770 Peachtree St NW,Atlanta,GA,30309,14046874766,Pizza,3.5,$$,36.85162735,-119.7576981
9648,China Inn Restaurant,4430 Elvis Presley Blvd,Memphis,TN,38116,19013960287,Chinese,3,$$,29.73259073,-95.36626738
9649,Roma's Pizza,6129 Ridge Ave,Philadelphia,PA,19128,12154829022,Pizza,4,$,25.847638,-80.183599
9650,Aladdin's Eatery,1423 Grandview Ave,Columbus,OH,43212,16144885565,Middle Eastern,4,$$,40.7360379,-73.9891912
9651,China Chef,5010 SW 9th St,Des Moines,IA,50315,15152568005,Chinese,4,$,41.90354,-87.67197
9652,Corner Bakery Cafe,610 S Foothill Blvd,Salt Lake City,UT,84112,18015832000,Bakeries,3,$,41.89071,-87.630902
9653,Snap Kitchen,3600 Kirby Dr,Houston,TX,77098,17135265700,Food Delivery Services,4,$$,35.14528,-106.5848
9654,Hillsdale Farmers Market,SW Sunset Blvd And Sw Capitol Hwy,Portland,OR,97239,15034756555,Farmers Market,4,$$,41.88464606,-87.6484127
9655,Backcountry Delicatessen,4919 S Newport St,Denver,CO,80237,13039276248,Salad,4,$$,41.86877,-87.62635
9656,Keens Steakhouse,72 W 36th St,New York,NY,10018,12129473636,Steakhouses,4,$$$$,42.31446,-88.44838
9657,Vic Sushi Bar,2035 Sansom St,Philadelphia,PA,19103,12155644339,Sushi Bars,4,$$,47.6238626,-122.2960954
9658,Tavern On Grand,656 Grand Ave,Saint Paul,MN,55105,16512289030,Pubs,3.5,$$,41.9100899,-87.6853
9659,Rose of India,4847 Peachtree Rd,Atlanta,GA,30341,16783955952,Indian,3.5,$$,29.718463,-95.4999069
9660,Kimi's Chop & Oyster House,2155 S Highland Dr,Salt Lake City,UT,84106,18014672396,Seafood,4,$$$,33.9159099,-84.46915
9661,The Inn On Peaks Island,33 Island Ave,Peaks Island,ME,4108,12077665100,Hotels,3.5,$$,21.29054,-157.842913
9662,Wiki Wiki Drive Inn Express,500 Ala Moana Blvd,Honolulu,HI,96813,18085216488,Barbeque,3,$,38.34081799,-81.64457828
9663,Abby's Legendary Pizza,21255 SE Stark St,Gresham,OR,97030,15034656600,Pizza,3.5,$$,36.82168,-76.067804
9664,Domino's Pizza,1100 Main St,Kansas City,MO,64105,18165860044,Pizza,2,$$,33.4492351,-112.0656115
9665,So Thai,2602 Spenard Rd,Anchorage,AK,99503,19072778424,Thai,4.5,$$,36.753772,-76.009658
9666,Nan Zhou Hand Drawn Noodle House,1022 Race St,Philadelphia,PA,19107,12159231550,Chinese,4,$,25.7672338,-80.1931951
9667,Namaste,110 Yale Blvd SE,Albuquerque,NM,87106,15052666900,Indian,4.5,$$,40.71272179,-73.95703766
9668,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,36.80816,-119.774574
9669,Akbar Restaurant,823 N Charles St,Baltimore,MD,21201,14105390944,Indian,4,$$,39.72864346,-104.9989128
9670,Nan Xiang Xiao Long Bao,38-12 Prince St,Flushing,CT,11354,17183213838,Shanghainese,4,$,39.08729382,-94.58587028
9671,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,33.76073837,-84.38702393
9672,Nan's Mobil,Main,Fairfax,VT,5454,18028496161,Convenience Stores,4.5,$$,45.4349,-122.61542
9673,Naan -N- Curry,709 S 3rd St,Renton,WA,98057,14252716226,Indian,3.5,$$,41.968502,-87.654422
9674,Nan Xiang Xiao Long Bao,38-12 Prince St,Flushing,CT,11354,17183213838,Shanghainese,4,$,25.799974,-80.259765
9675,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,39.94999,-75.16216
9676,Nan Xiang Xiao Long Bao,38-12 Prince St,Flushing,CT,11354,17183213838,Shanghainese,4,$,29.72689547,-95.42838603
9677,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,33.83424598,-84.3837988
9678,The Shorthorn Bar & Grill,41790 Dorabella Rd,Shaver Lake,CA,93664,15598416464,Dive Bars,4,$$,39.05737,-94.59787
9679,The Kitchen,231 E Livingston Ave,Columbus,OH,43215,16142258940,Venues & Event Spaces,4,$$$,33.46708,-86.82075
9680,Domino's Pizza,4257 W 3rd St,Los Angeles,LA,90020,12133853888,Pizza,2,$,29.75059178,-95.37536224
9681,New Peking Chinese Restaurant,540 Westport Rd,Kansas City,MO,64111,18165316969,Chinese,4,$$,40.76167058,-111.8714103
9682,Fujiyama,283 N Milwaukee St,Boise,ID,83704,12086728227,Japanese,4,$$,29.960326,-95.539259
9683,Domino's Pizza,4257 W 3rd St,Los Angeles,LA,90020,12133853888,Pizza,2,$,40.678165,-73.978976
9684,Viceroy Grille,1200 N Walker Ave,Oklahoma City,OK,73103,14058988120,American (Traditional),4.5,$$,29.7483,-95.38828
9685,The Elephant Walk,1415 Washington St,Boston,MA,2118,16172471500,Cambodian,4,$$,29.7818508,-95.3890686
9686,Cheddar's Scratch Kitchen,3521 Outer Loop,Louisville,KY,40219,15029663345,American (Traditional),3.5,$$,25.684263,-80.312556
9687,Buca di Beppo Italian Restaurant,35 N Illinois St,Indianapolis,IN,46204,13176322822,Italian,3,$$,29.77825,-95.61761
9688,Red Lobster,4231 196th SW,Lynnwood,WA,98036,14256721137,Seafood,3,$$,40.719851,-73.987011
9689,Yummy Thai Cuisine,2261 Massachusetts Ave,Cambridge,MA,2140,16173547070,Thai,3.5,$,29.7734175,-95.3987749
9690,Geno's Sandwiches & Salads,1615 E Ashlan Ave,Fresno,CA,93704,15592271812,Sandwiches,4.5,$,29.757294,-95.39811
9691,Gourmet Dumpling House,52 Beach St,Boston,MA,2111,16173386223,Chinese,3.5,$$,25.77428,-80.19334
9692,Fox's Pizza Den,345 Scarlett Rd,Kennett Square,PA,19348,16104446060,Pizza,3,$$,29.73843,-95.38048
9693,Tamba,3743 Las Vegas Blvd S,Las Vegas,NV,89109,17027987889,Indian,3.5,$$,29.67173,-95.43303
9694,Annapurna's World Vegetarian Cafe,5200 Eubank NE,Albuquerque,NM,87111,15052752424,Gluten-Free,3.5,$$,36.87490225,-76.13473289
9695,Vegetarian Palate,603 Washington Ave,Brooklyn,NY,11238,17186238808,Chinese,3.5,$$,42.330924,-83.1110703
9696,Annapurna's World Vegetarian Cafe,5200 Eubank NE,Albuquerque,NM,87111,15052752424,Gluten-Free,3.5,$$,47.479624,-122.207415
9697,The Pureganic Cafe,46 Purchase St,Rye,NY,10580,19149672332,Vegan,4,$$,29.80304146,-95.41064453
9698,Mi Lah Vegetarian,40 W Skippack Pike,Ambler,PA,19002,12156461808,Vegan,4.5,$$,42.3662534,-71.2379946
9699,Roots Juicebar,8530 SW 124th Ave,Miami,FL,33183,17865345087,Juice Bars & Smoothies,4.5,$$,40.7032458,-73.9258954
9700,Champs Diner,197 Meserole St,Brooklyn,NY,11206,17185992743,Vegan,4,$$,41.91341942,-87.64823847
9701,3 Brothers Vegan Cafe,1038 Montauk Hwy,Copiague,NY,11726,16314644328,Pizza,4,$$,36.7867809,-119.7899329
9702,by CHLOE. Bleecker Street,185 Bleecker St,New York,NY,10012,12122908000,Juice Bars & Smoothies,4,$$,29.73268,-95.62425
9703,Jhanjay Vegetarian Thai Cuisine,2242 NW Market St,Seattle,WA,98107,12065881469,Thai,4,$$,36.80933,-119.84535
9704,Green New American Vegetarian,2022 N 7th St,Phoenix,AZ,85004,16022581870,Vegan,4.5,$$,25.80166653,-80.1990661
9705,New Harmony Vegetarian Restaurant,135 N 9th St,Philadelphia,PA,19107,12156274520,Chinese,4,$$,44.47788,-73.21172
9706,J. Selby's,169 N Victoria St,Saint Paul,MN,55104,16512223263,Vegan,4,$$,39.70468812,-104.9394167
9707,Little Peking Restaurant,7975 N Cedar Ave,Fresno,CA,93720,15594384202,Chinese,4,$,36.83933646,-119.6944204
9708,Ginger House,310 Ditmas Ave,Brooklyn,NY,11218,17186332077,Vegetarian,4,$$,29.77006149,-95.41012573
9709,Maoz Vegetarian,6000 Glades Rd,Boca Raton,FL,33431,15613936269,Middle Eastern,4.5,$,25.7509154,-80.2154365
9710,Bloodroot Vegetarian Restaurant,85 Ferris St,Bridgeport,CT,6605,12035769168,Vegetarian,4,$$,41.519208,-71.28294
9711,Prana Health Food,7293 NW 36th St,Miami,FL,33166,13055946966,Vegetarian,4.5,$,29.75740245,-95.36564133
9712,Casa de Tamales,609 E Olive Ave,Fresno,CA,93728,15595414656,Mexican,4.5,$,29.75740245,-95.36564133
9713,Loving Hut,415 Chandler St,Worcester,MA,1602,15084590367,Chinese,4,$$,45.5164098,-122.6843212
9714,Restaurant At Convict Lake,2000 Convict Lake Rd,Mammoth Lakes,CA,93546,17609343800,American (New),4.5,$$$,40.729352,-73.9983558
9715,Annapurna's World Vegetarian Cafe,2201 Silver St SE,Albuquerque,NM,87106,15052622424,Vegan,3.5,$$,36.76292,-119.79926
9716,Figs by Todd English,42 Charles St,Boston,MA,2114,16177423447,Pizza,4,$$,43.03338,-87.90954
9717,The Loving Hut,1495 N Van Ness Ave,Fresno,CA,93728,15592374052,Vegan,4,$,29.7734175,-95.3987749
9718,VO2 Vegan Cafe,1001 Massachusetts Ave,Cambridge,MA,2138,16174922233,Vegan,4,$$,41.9100899,-87.6853
9719,Little Peking Restaurant,7975 N Cedar Ave,Fresno,CA,93720,15594384202,Chinese,4,$,37.2980863,-119.5364078
9720,Thai'd Up,587 Old Mammoth Rd,Mammoth Lakes,CA,93546,17609347355,Thai,2.5,$$,36.8084135,-119.7063075
9721,Mai's Restaurant,3403 Milam St,Houston,TX,77002,17135205300,Vietnamese,3.5,$$,36.83933646,-119.6944204
9722,Saravana Bhavan,81 Lexington Ave,New York,NY,10016,12126847755,Indian,3.5,$$,25.70438045,-80.28802681
9723,TOGO'S Sandwiches,2180 W Cleveland Ave,Madera,CA,93637,15596739990,Sandwiches,4,$$,40.7271194,-73.9836121
9724,Vital Restaurant & Juice Bar,387 Bloomfield Ave,Montclair,NJ,7042,19736559500,Caribbean,4,$$,39.68922,-104.9801
9725,Pita Jungle,1001 N 3rd Ave,Phoenix,AZ,85003,16022587482,Mediterranean,3.5,$$,42.46107834,-83.13422385
9726,Organic Oasis Restaurant & Juice Bar,2610 Spenard Rd,Anchorage,AK,99503,19072777882,American (New),4,$$,36.87409305,-119.777982
9727,goBrands Philadelphia,,Philadelphia,PA,19107,18554007833,Food Delivery Services,3,$,37.227353,-119.509135
9728,Lenny's Sub Shop,19859 Katy Fwy,Houston,TX,77094,12815781900,Sandwiches,3,$,29.7734175,-95.3987749
9729,Taste Buds of India,5850 Sunset Dr,South Miami,FL,33143,17862167904,Indian,4,$$,29.7734175,-95.3987749
9730,Luna Pizzeria,3435 Kirby Dr,Houston,TX,77098,18327676338,Pizza,4.5,$$,40.75988101,-73.83258536
9731,Daily Grind,1720 Thames St,Baltimore,MD,21231,14105580399,Coffee & Tea,3.5,$,36.7867809,-119.7899329
9732,Seasons 52,4410 Westheimer Rd,Houston,TX,77027,17136215452,American (New),4,$$,40.730934,-73.989318
9733,Mandarin Chinese Restaurant,7 Union Sq,Somerville,MA,2143,16177768680,Chinese,3.5,$,36.8008235,-119.7899071
9734,Flat Top Grill,30 S Wabash Ave,Chicago,IL,60603,13127268400,Vegan,3.5,$$,33.94828,-84.519783
9735,India Palace,2941 W Bell Rd,Phoenix,AZ,85053,16029424224,Indian,4,$$,25.79524525,-80.18879085
9736,Cafe Cortina,30715 W 10 Mile Rd,Farmington Hills,MI,48336,12484743033,Italian,4,$$$,44.9634932,-92.98170447
9737,RawFresno,2405 Capitol St,Fresno,CA,93721,15592505292,Vegan,4.5,$$,40.75929,-73.96859
9738,Chipotle Mexican Grill,601 Oscar Robertson Blvd,Indianapolis,IN,46202,13178228106,Mexican,3.5,$,50.9828,11.0201
9739,Caffrey's Deli & Subs,3008 Lyndale Ave S,Minneapolis,MN,55408,16128225551,Sandwiches,3.5,$,41.7707967,-93.71391535
9740,Waffle Shop,6640 N Blackstone,Fresno,CA,93710,15593751807,Sandwiches,4,$$,39.98037338,-75.12298584
9741,The Sweet Peace Specialty Cakes,26A Atlantic Ave,Lynbrook,NY,11563,15165962253,Bakeries,5,$$,37.3331104,-119.660292
9742,Shalimar,42 rue Berbisey,Dijon,,21000,33380273036,Indian,4,€€€,29.73509809,-95.41775275
9743,Nan Xiang Xiao Long Bao,38-12 Prince St,Flushing,NJ,11354,17183213838,Shanghainese,4,$,42.3536316,-83.0595906
9744,sweetgreen,1821 Chestnut St,Philadelphia,PA,19103,12156659710,Salad,4,$$,35.72532289,-97.4257379
9745,Magic Cup,11724 Bellaire Blvd,Houston,TX,77072,18329062200,Coffee & Tea,4,$,42.49007034,-83.12519836
9746,Blue's Egg,317 N 76th St,Milwaukee,WI,53213,14142993180,Breakfast & Brunch,4.5,$$,42.35146597,-71.06255665
9747,Curry & Crust,4950 NE Belknap Ct,Hillsboro,OR,97124,15039926363,Indian,4,$$,47.6644999,-122.29805
9748,Brigadeiro Bakery,156 Sullivan St,New York,NY,10012,19177405772,Desserts,4,$$,37.64196777,-118.9658813
9749,Nan Thai Fine Dining,1350 Spring St NW,Atlanta,GA,30309,14048709933,Thai,4,$$$,42.38567,-83.29437
9750,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,41.8839551,-87.6581263
9751,The Breakfast Klub,3711 Travis St,Houston,TX,77002,17135288561,Breakfast & Brunch,4.5,$$,45.4349,-122.61542
9752,Chef Joseph Poon,1010 Cherry St,Philadelphia,PA,19107,12159289333,Chinese,3,$$$,38.227666,-85.735413
9753,Mytiburger,9405 Kempwood Dr,Houston,TX,77080,17134620109,Fast Food,3.5,$,36.84316,-76.133603
9754,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,33.5015907,-86.7967606
9755,China Delight,40484 Hwy 41,Oakhurst,CA,93644,15596415888,Chinese,3.5,$$,25.76916768,-80.34465323
9756,The Loving Hut,1495 N Van Ness Ave,Fresno,CA,93728,15592374052,Vegan,4,$,25.68774,-80.35391
9757,Traffic Jam & Snug,511 W Canfield St,Detroit,MI,48201,13138319470,American (Traditional),3,$$,35.20413971,-80.80138397
9758,Cafe Maharani,2509 S King St,Honolulu,HI,96826,18089517447,Indian,4,$$,36.73576,-119.78444
9759,Trini's,1020 Howard St,Omaha,NE,68102,14023468400,Mexican,3.5,$$,40.58672,-74.09169
9760,Pure Pizza,1911 Central Ave,Charlotte,NC,28205,19804301701,Pizza,4,$$,39.03122,-94.50428
9761,Elevation Burger,529 E Liberty St,Ann Arbor,MI,48104,17345855465,Burgers,4,$,36.8084135,-119.7063075
9762,Kebab Grill,300 N Gateway Dr,Madera,CA,93637,15596641100,Mediterranean,3.5,$$,42.357022,-71.1446841
9763,Canoe,4199 Paces Ferry Rd SE,Atlanta,,30339,17704322663,American (New),4.5,$$$,39.0571049,-94.5970107
9764,Desert Rose,305 W State St,Media,PA,19063,14844428012,Mediterranean,4,$$,40.870511,-73.427646
9765,Darbar Grill,157 E 55th St,New York,NY,10022,12127514600,Indian,4,$$,42.3578243,-71.0551782
9766,Skylight Diner,402 W 34th St,New York,NY,10001,12122440395,Seafood,3,$$,39.84231,-75.72974
9767,Juice Press,207 7th Ave,Brooklyn,NY,11215,12127770034,Juice Bars & Smoothies,3.5,$$$$,25.78821,-80.33715
9768,Pizza Pino,221 W Liberty St,Ann Arbor,MI,48104,17349949858,Pizza,2.5,$$,35.30344,-80.74872
9769,Lucky Village,10755 Westheimer Rd,Houston,TX,77042,17137890845,Chinese,2.5,$$,35.175325,-80.849762
9770,Copper Star Coffee,4220 N 7th Ave,Phoenix,AZ,85013,16022662136,Coffee & Tea,4.5,$,21.30147099,-157.8453948
9771,R. Thomas Deluxe Grill,1812 Peachtree St NW,Atlanta,,30309,14048810246,American (Traditional),4,$$,25.7768358,-80.2886574
9772,Laughing Planet Cafe,625 NW Saltzman Rd,Portland,OR,97229,15039141055,Salad,4,$$,47.709365,-122.319335
9773,Northstar Café,4015 Townsfair Way,Columbus,OH,43219,16145325444,American (New),4,$$,40.63746,-74.0073
9774,Beefsteak,800 22nd St NW,"Washington, DC",DC,20052,12022961439,Fast Food,3.5,$$,39.28194469,-76.59158981
9775,Nuevo Laredo Cantina,1495 Chattahoochee Ave NW,Atlanta,,30318,14043529009,Mexican,4,$$,45.53935,-122.66213
9776,Field & Tides,705 E 11th St,Houston,TX,77008,17138616143,Southern,4,$$,35.210756,-80.855838
9777,The Iberian Pig,121 Sycamore St,Decatur,,30030,14043718800,Spanish,4.5,$$$,42.51922421,-71.09423384
9778,Sweet Tomatoes,8405 Mills Dr,Miami,FL,33183,13055951995,Salad,4,$$,40.317031,-73.9807863
9779,Bistro La Bon,1322 Central Ave,Charlotte,NC,28205,17043334646,Mediterranean,4,$$,42.963798,-71.48028
9780,Yalla,99 Krog St NE,Atlanta,,30307,14045069999,Middle Eastern,4,$$,37.13867625,-119.3085692
9781,REI,1200 W Northern Lights Blvd,Anchorage,AK,99503,19072724565,Bikes,3.5,$$$,32.33252,-90.1765999
9782,Saravanaa Bhavan,8350 Westheimer Rd,Houston,TX,77063,17137895577,Indian,3,$$,42.49007034,-83.12519836
9783,Froyoworld Milford,1670 Boston Post Rd,Milford,CT,6460,12032831120,Desserts,4,$,47.662455,-122.3132706
9784,Whole Foods Market,10 Columbus Cir,New York,NY,10019,12128239600,Grocery,3.5,$$$,40.76256405,-73.97728107
9785,Katz's Delicatessen,205 E Houston St,New York,NY,10002,12122542246,Delis,4,$$,40.51575,-75.52415
9786,EVOS Pinecrest,9537 S Dixie Hwy,Pinecrest,FL,33156,13057403433,Burgers,4,$,40.05779,-82.86254
9787,Donetto,976 Brady Ave,Atlanta,,30318,14044456867,Italian,4.5,$$$,33.99069,-81.02975
9788,Whole Foods Market - Ponce,650 Ponce De Leon Ave NE,Atlanta,,30308,14048531681,Grocery,3.5,$$$,39.27763855,-76.56595951
9789,Bell Street Burritos,1816 Peachtree St,Atlanta,,30309,14048150011,Mexican,3.5,$,26.1895974,-80.100975
9790,Pita Pit,300 Constitution Dr,Virginia Beach,VA,23462,17573337482,Mediterranean,3.5,$,42.49007034,-83.12519836
9791,Fogón Cocina Mexicana,600 E Pine St,Seattle,WA,98122,12063207777,Mexican,4.5,$$,41.90932,-87.6534
9792,Fish & Chips,Willy Brandt Platz 13,Erfurt,DE,99084,,Food,4,€,36.8084135,-119.7063075
9793,Clover Food Truck,,Boston,MA,2111,,Vegetarian,4,$,41.6436396,-93.4835719
9794,Green Leaf Vegetarian & Vegan Restaurant,62 Water St,Framingham,MA,1701,15083093009,Vegan,4,$$,34.0691149,-118.3074092
9795,The Green Bean Cafe,1413 York Ave,New York,NY,10021,12128611539,Vegan,3.5,$,41.70217158,-93.59838921
9796,Terri,685 Third Ave,New York,NY,10017,12129832200,Vegan,4,$$,36.8376849,-119.783471
9797,Yoshimama Japanese Fusion & Sushi Bar,427 Amherst St,Nashua,NH,3063,16037188316,Japanese,4.5,$$,43.04827,-88.00248
9798,Chennai Express,2712 Elridge Pkwy,Houston,TX,77082,18322950393,Indian,4,$$,48.10851,-123.09142
9799,Khepra's Raw Food Juice Bar,402 H St NE,"Washington, DC",DC,20002,12028032063,Live/Raw Food,4,$$,37.3331104,-119.660292
9800,Cafe Sunflower Buckhead,2140 Peachtree Rd,Atlanta,,30309,14043528859,Vegetarian,4.5,$$,36.83760464,-75.98122678
9801,Chateau Haveli,11633 Queens Blvd,Forest Hills,NY,11375,17182618880,Indian,3,$$,37.6482916,-118.9702723
9802,Beefsteak,800 22nd St NW,"Washington, DC",DC,20052,12022961439,Fast Food,3.5,$$,25.782783,-80.132006
9803,Ku Sushi and Izakaya,5210 University Way NE,Seattle,WA,98105,12065246101,Sushi Bars,3.5,$$,38.90408,-77.06326
9804,Cafe Intermezzo,1065 Peachtree St NE,Atlanta,,30309,14043550411,Cafes,3.5,$$,29.73759,-95.48378
9805,The Hungry Peach,351 Peachtree Hills Ave NE,Atlanta,,30305,14048169009,Southern,4.5,$$,25.74975,-80.26134
9806,sweetgreen,50 Washington St,Brooklyn,NY,11201,13477574900,Vegetarian,3,$$,42.368095,-71.2376287
9807,G & S American Deli,517 Main St,Orange,NJ,7050,19736745561,Delis,4.5,$,41.91548157,-87.68507297
9808,Empire Cafe,1732 Westheimer Rd,Houston,TX,77098,17135285282,Coffee & Tea,4,$$,41.9056696,-87.6677398
9809,Aldo's Ristorante Italiano,1456 Buck Rd,Holland,PA,18966,12158602747,Italian,4,$$,39.7798851,-86.1726981
9810,Fig & Olive,5115 Westheimer Rd,Houston,TX,77056,18326326632,French,4,$$$,42.48964691,-83.14379883
9811,Go Zen,144 W 4th St,New York,NY,10012,12122607130,Vegan,4,$$,41.9021988,-87.6285782
9812,Juvly Aesthetics,40 W Gay St,Columbus,OH,43215,16146863627,Medical Spas,5,$$,38.889097,-76.847837
9813,Murphy's Deli,840 N Eldridge Pkwy,Houston,TX,77079,12817527080,Delis,4.5,$,39.95068359,-75.16761017
9814,McAlister's Deli,1001-D Avenida De Las Americas,Houston,TX,77010,18329400660,Salad,2,$$,39.73672265,-104.9846844
9815,Skillet,410 E Whittier St,Columbus,OH,43206,16144432266,American (New),4.5,$$,40.75988101,-73.83258536
9816,Greenstreet Cafe,3468 Main Hwy,Miami,FL,33133,13054440244,Breakfast & Brunch,4,$$,39.27278,-76.53463
9817,Edge of The Woods Market,379 Whalley Ave,New Haven,CT,6511,12037871055,Health Markets,4,$$,47.70363942,-122.1782463
9818,My Liquid Garden,1241 Center Dr,Park City,UT,84098,14356040293,Juice Bars & Smoothies,5,$$,29.77006149,-95.41012573
9819,Pappas Burger,5815 Westheimer Rd,Houston,TX,77057,17139756082,Burgers,4,$$,40.75988101,-73.83258536
9820,Sushi Siam of Aventura,19575 Biscayne Blvd,Aventura,FL,33180,13059328955,Japanese,3,$$,35.14723712,-80.83014685
9821,Nan Xiang Xiao Long Bao,38-12 Prince St,Flushing,NY,11354,17183213838,Shanghainese,4,$,40.77385,-111.87789
9822,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,36.821375,-119.771131
9823,Nan Xiang Xiao Long Bao,38-12 Prince St,Flushing,NY,11354,17183213838,Shanghainese,4,$,41.88471203,-87.62283843
9824,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,34.0252399,-118.39714
9825,Myopic Books,1564 N Milwaukee Ave,Chicago,IL,60622,17738624882,Bookstores,4,$,42.428385,-71.0150244
9826,Blind Faith Cafe,525 Dempster St,Evanston,IL,60201,18473286875,Vegetarian,3.5,$$,39.1194,-94.54945
9827,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,25.78715,-80.33734
9828,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,45.56876755,-122.5449905
9829,White Dog Cafe,3420 Sansom St,Philadelphia,PA,19104,12153869224,Bars,4,$$,40.774627,-73.958697
9830,Indian Kebab Palace,1552 E Champlain Dr,Fresno,CA,93720,15593746070,Indian,4,$$,36.8483728,-119.7891436
9831,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,41.76557,-72.70701
9832,Eastern Standard Kitchen and Drinks,528 Commonwealth Ave,Boston,MA,2215,16175329100,American (New),4,$$$,45.52599,-122.6809
9833,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,40.71624,-73.99842
9834,Junoon,27 W 24th St,New York,NY,10010,12124902100,Indian,3.5,$$$,40.69454,-73.95545
9835,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,37.3331104,-119.660292
9836,Uncle,2215 W 32nd Ave,Denver,CO,80211,13034333263,Asian Fusion,4,$$,42.329172,-83.061987
9837,Corner Cafe,3070 Piedmont Rd NE,Atlanta,GA,30305,14042401978,Bakeries,3,$$,45.5165849,-122.6247135
9838,Taco Cabana,127 Yale St,Houston,TX,77007,,Mexican,1.5,$,40.7355193,-74.0661636
9839,Uneeda Burger,4302 Fremont Ave N,Seattle,WA,98103,12065472600,Burgers,4,$$,37.341693,-119.6424403
9840,Nan's Games & Comics Too,2011 Southwest Fwy,Houston,TX,77098,17135208700,Toy Stores,3.5,$$,29.70272694,-95.55275413
9841,Zaiqa Halal Food Cart,156 St And Northern Blvd,Flushing,NY,11354,13474216244,Halal,4.5,$,40.73486855,-73.99134278
9842,Wild Eggs,3985 Dutchmans Ln,Louisville,KY,40207,15028938005,Breakfast & Brunch,4.5,$$,29.87613,-94.8272099
9843,Ariete,3540 Main Hwy,Miami,FL,33133,13056405862,American (New),4,$$$,40.7179075,-73.9907183
9844,Eata Pita,89 E 42nd St,New York,NY,10017,12122972500,Middle Eastern,3,$$,25.7717977,-80.2539922
9845,Kush,2003 N Miami Ave,Miami,FL,33127,13055764500,Burgers,4.5,$$,37.33224,-119.65466
9846,Rosellini's,1413 NW 70th St,Seattle,WA,98127,12067064035,Bakeries,4.5,$$,39.27718358,-76.61298858
9847,Cafe Yumm!,1010 NE 7th Ave,Portland,OR,97232,15032369866,Sandwiches,3,$,39.68976212,-104.8666687
9848,Good Life Cafe,1614 Main St,Columbia,SC,29201,18037262310,Vegan,4,$$,38.90989107,-77.03403622
